Date,City,State,Position,Shape,Duration,Summary,DayOfYear,DayOfWeek,WeekNum
42011.72569,"Entity[""City"", {""Carlsbad"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{33.1239089, -117.2828349}]",fireball,"Quantity[2, ""Minutes""]","A red ball of fire flew directly over my car along the coast, where aircraft arn't permitted to fly at a speed of appx. 900 mph",7,4,2
42011.73958,"Entity[""City"", {""Westport"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{46.8917235, -124.1139098}]",triangle,"Quantity[30, ""Seconds""]",Triangular light formation traveling east,7,4,2
42011.83333,"Entity[""City"", {""Edmonton"", ""Alberta"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Alberta"", ""Canada""}]","GeoPosition[{53.57, -113.54}]","Missing[""NotAvailable""]","Quantity[10, ""Seconds""]","Very often, we hear u.f.o. s make no sound af all, this one did.",7,4,2
42011.875,"Entity[""City"", {""Durham"", ""NorthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NorthCarolina"", ""UnitedStates""}]","GeoPosition[{35.9809638, -78.9056471}]",diamond,"Quantity[80, ""Minutes""]",Diamond-shaped silent object hovers and passes overhead.,7,4,2
42012,"Entity[""City"", {""Clementon"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{39.803179, -74.9842088}]",light,"Quantity[20, ""Minutes""]",Multiple strange flying objects.,8,5,2
42012,"Entity[""City"", {""NewPalestine"", ""Indiana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Indiana"", ""UnitedStates""}]","GeoPosition[{39.7254179, -85.8907512}]",triangle,"Missing[""NoInput""]","Triangle UFO in New palestine, Indiana in the country.",8,5,2
42012.30208,"Entity[""City"", {""Oakland"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.7698573, -122.2256401}]",cigar,"Quantity[4, ""Minutes""]",Cigar shaped ufo seen falling to earth ion Oakland.,8,5,2
42012.30556,"Entity[""City"", {""Sonora"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{37.9816919, -120.3826626}]",other,"Quantity[30, ""Minutes""]","Two star looking shapes in the eastern sky, while sun was coming up. The third one came in between shooting toward earth.",8,5,2
42012.70833,"Entity[""City"", {""FortMyers"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{26.61901, -81.8319561}]",other,"Missing[""NoInput""]",Small object hovering inside cloud over blimp.,8,5,2
42012.73333,"Entity[""City"", {""Lincoln"", ""NewHampshire"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewHampshire"", ""UnitedStates""}]","GeoPosition[{44.051619, -71.654142}]",changing,"Quantity[1, ""Minutes""]",Four green lights appeared over the new construction behind the grocery store as we were driving home from dinner. They were in line wi,8,5,2
42012.74306,"Entity[""City"", {""Visalia"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{36.3271538, -119.3234086}]",circle,"Quantity[2, ""Minutes""]",Red and white flashing lights flickering simultaneously in what appeared as a half circle. Moving south east.,8,5,2
42012.81944,"Entity[""City"", {""Bandera"", ""Texas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Texas"", ""UnitedStates""}]","GeoPosition[{29.725126, -99.0742611}]",triangle,"Quantity[20, ""Minutes""]",A hoard of UFOs flying with a triangle brings clouds in an instant.,8,5,2
42012.82292,"Entity[""City"", {""Driggs"", ""Idaho"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Idaho"", ""UnitedStates""}]","GeoPosition[{43.7283774, -111.1016582}]",light,"Quantity[20, ""Minutes""]",Red lights flashing some in formation of a triangle 20 minute video.,8,5,2
42012.83333,"Entity[""City"", {""TwinCity"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{32.5822303, -82.1593716}]",light,"Quantity[45, ""Seconds""]",Slow blinking horizontal lights that disappeared over a field.,8,5,2
42012.83681,"Entity[""City"", {""Garfield"", ""Georgia"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Georgia"", ""UnitedStates""}]","GeoPosition[{32.649211, -82.0972907}]",light,"Quantity[2, ""Minutes""]",I saw 6 large oval bright orange lights arrayed in a line in the night sky that were not man-made nor natural.,8,5,2
42012.89583,"Entity[""City"", {""Wasilla"", ""Alaska"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Alaska"", ""UnitedStates""}]","GeoPosition[{61.5752398, -149.4568398}]",triangle,"Quantity[10, ""Seconds""]",Triangle being followed by plane over KGB.,8,5,2
42012.91667,"Entity[""City"", {""Butte"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{45.960929, -112.562536}]","Missing[""NotAvailable""]","Quantity[45, ""Minutes""]",((NUFORC Note: No information provided by witness. PD)),8,5,2
42012.91667,"Entity[""City"", {""HotSprings"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{47.6091775, -114.6704082}]",circle,"Quantity[3, ""Minutes""]",Reddish orange and red rotating lights rising from the direction on town would stop and go and change direction.,8,5,2
42012.95833,"Entity[""City"", {""Labelle"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{26.760591, -81.439104}]","Missing[""NotAvailable""]","Quantity[1, ""Seconds""]","At approx. 23:00 on 01/08/2015, I heard a very loud boom that shook the the windows in my house. I saw outside a bright light.",8,5,2
42013.1875,"Entity[""City"", {""Orlando"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.533513, -81.375789}]",fireball,"Quantity[1, ""Minutes""]",Bright ascending orange and yellow fireball.,9,6,2
42013.72917,"Entity[""City"", {""Duluth"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{46.783229, -92.1187097}]",circle,"Quantity[20, ""Minutes""]",Saw 8 very bright orange orbs flying in formation and disappearing.,9,6,2
42013.79167,"Entity[""City"", {""DiamondBar"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.0015725, -117.8176013}]",other,"Quantity[4, ""Minutes""]",If you want to see it I got it on my phone and its on my facebook,9,6,2
42013.79167,"Entity[""City"", {""Torrington"", ""Connecticut"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Connecticut"", ""UnitedStates""}]","GeoPosition[{41.8342549, -73.1315201}]",triangle,"Quantity[40, ""Seconds""]",Addendum to earlier report made on 01/09/15,9,6,2
42013.79167,"Entity[""City"", {""Torrington"", ""Connecticut"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Connecticut"", ""UnitedStates""}]","GeoPosition[{41.8342549, -73.1315201}]",triangle,"Quantity[40, ""Seconds""]","Wow, I finally saw one of those triangular objects.",9,6,2
42013.79167,"Entity[""City"", {""Woodson"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{39.6274648, -90.2254066}]",sphere,"Quantity[5, ""Minutes""]","2 orange spheres seen East of Woodson, Illinois and south of Woodson-Franklin Rd..",9,6,2
42013.8125,"Entity[""City"", {""Naples"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{26.1499396, -81.7952147}]",fireball,"Quantity[45, ""Seconds""]",The object was orange color no sound.,9,6,2
42013.83333,"Entity[""City"", {""WaitePark"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.550378, -94.224291}]",light,"Quantity[7, ""Minutes""]",Green and orange lights shooting up into the sky.,9,6,2
42013.91667,"Entity[""City"", {""Butte"", ""Montana"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Montana"", ""UnitedStates""}]","GeoPosition[{45.960929, -112.562536}]","Missing[""NotAvailable""]","Quantity[1, ""Hours""]","Bright red, blue, & yellow lighted objects, viewed over Butte, MT. ((NUFORC Note: Probable sighting of Sirius. PD))",9,6,2
42013.95833,"Entity[""City"", {""Frenchtown"", ""NewJersey"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewJersey"", ""UnitedStates""}]","GeoPosition[{40.5312177, -75.0513677}]",triangle,"Quantity[1, ""Minutes""]","Large triangle shaped object, emitting fluorescent light. Lights dimmed in my house from object.",9,6,2
42013.95833,"Entity[""City"", {""Orlando"", ""Florida"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Florida"", ""UnitedStates""}]","GeoPosition[{28.533513, -81.375789}]",light,"Quantity[20, ""Seconds""]",Blue and red light traveling rapidly above Orlando.,9,6,2
42013.95833,"Entity[""City"", {""StCatharines"", ""Ontario"", ""Canada""}]","Entity[""AdministrativeDivision"", {""Ontario"", ""Canada""}]","GeoPosition[{43.158965, -79.245594}]",light,"Quantity[1, ""Minutes""]",Green light over Niagara!,9,6,2
42013.97917,"Entity[""City"", {""Rutland"", ""Vermont"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Vermont"", ""UnitedStates""}]","GeoPosition[{43.6096702, -72.9777884}]",circle,"Quantity[2.5, ""Hours""]",Circular points of multi-colored flashing lights.,9,6,2
42013.98611,"Entity[""City"", {""HoneyBrook"", ""Pennsylvania"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pennsylvania"", ""UnitedStates""}]","GeoPosition[{40.0935796, -75.9107502}]",diamond,"Quantity[1, ""Minutes""]",UFO Sighting in Honey Brook.,9,6,2
42014.04167,"Entity[""City"", {""Chicago"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.8375511, -87.6818441}]",formation,"Quantity[1.5, ""Hours""]",In the sky in Logan square area southern direction. I saw a number of bright objects in a high orbit over Chicago forming a hexagon.,10,7,2
42014.125,"Entity[""City"", {""Romeoville"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.6366697, -88.099091}]",light,"Quantity[20, ""Minutes""]",Bright lights in the southwest sky in Illinois.,10,7,2
42014.29167,"Entity[""City"", {""SaukCentre"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{45.7377485, -94.952759}]",cigar,"Quantity[1, ""Minutes""]","Elongated object gliding low toward NE without noise. Appeared invisible, except for white head and tail light.",10,7,2
42014.63889,"Entity[""City"", {""Miamisburg"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{39.6309381, -84.270742}]",sphere,"Missing[""NoInput""]",I saw one white sphere object flying in the sky and then it kept multiplying and they were really close together.,10,7,2
42014.69444,"Entity[""City"", {""Rutland"", ""Vermont"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Vermont"", ""UnitedStates""}]","GeoPosition[{43.6096702, -72.9777884}]",sphere,"Quantity[30, ""Seconds""]","Bright orb witnessed moving back and forth then vanishing, by 3 people in Vermont 1/10/15 16:40",10,7,2
42014.73958,"Entity[""City"", {""SilverSpring"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{39.0024409, -77.0207908}]",light,"Quantity[15, ""Minutes""]",Two slowly moving lights over the tree line outside my window.,10,7,2
42014.76389,"Entity[""City"", {""Sydney"", ""NovaScotia"", ""Canada""}]","Entity[""AdministrativeDivision"", {""NovaScotia"", ""Canada""}]","GeoPosition[{46.15, -60.17}]",sphere,"Quantity[2, ""Minutes""]",Mothership and Two Orbs,10,7,2
42014.77083,"Entity[""City"", {""Sydney"", ""NovaScotia"", ""Canada""}]","Entity[""AdministrativeDivision"", {""NovaScotia"", ""Canada""}]","GeoPosition[{46.15, -60.17}]",light,"Quantity[15, ""Seconds""]",Strange tumbling lights in sky.,10,7,2
42014.81597,"Entity[""City"", {""Roselle"", ""Illinois"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Illinois"", ""UnitedStates""}]","GeoPosition[{41.9802869, -88.0856054}]","Missing[""NotAvailable""]","Quantity[1, ""Minutes""]",3 pulsing red/orange lights heading south to north at a slow pace.,10,7,2
42014.84375,"Entity[""City"", {""Greenville"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{44.2838123, -88.5533976}]",oval,"Quantity[5, ""Minutes""]",A hovering craft for 2 min then slowly went under tree line 6 visible lights 2 red and 4 bright white ones.,10,7,2
42014.85417,"Entity[""City"", {""GrandMarais"", ""Minnesota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnesota"", ""UnitedStates""}]","GeoPosition[{47.7587099, -90.3443533}]",sphere,"Quantity[20, ""Minutes""]",Orange soundless low flying object.,10,7,2
42014.85417,"Entity[""City"", {""MountVernon"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Ohio"", ""UnitedStates""}]","GeoPosition[{40.3851799, -82.4745625}]",sphere,"Quantity[3, ""Minutes""]","Strange lights over Mt Vernon, Ohio.",10,7,2
42014.86806,"Entity[""City"", {""Tempe"", ""Arizona"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arizona"", ""UnitedStates""}]","GeoPosition[{33.3884143, -111.9317823}]",light,"Quantity[2, ""Seconds""]",Two red lights on north Tempe horizon.,10,7,2
42014.875,"Entity[""City"", {""Centerton"", ""Arkansas"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Arkansas"", ""UnitedStates""}]","GeoPosition[{36.3570233, -94.2960197}]",light,"Missing[""NoInput""]",Dark Orange light low in sky-mid treeline. Faded out like an ember of a fire burns out. Stationary.,10,7,2
42015.17639,"Entity[""City"", {""Templeville"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{39.1355532, -75.7672718}]",diamond,"Quantity[5, ""Minutes""]","We saw a hovering diamond shape in the sky with bright white lights, it was very big and really low.",11,1,3
42015.20486,"Entity[""City"", {""Richfield"", ""Wisconsin"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Wisconsin"", ""UnitedStates""}]","GeoPosition[{43.235141, -88.232408}]",cigar,"Quantity[2, ""Minutes""]",A hovering craft was seen over a farm field with blinking lights. The lights had a pattern.,11,1,3
42015.41667,"Entity[""City"", {""Murfreesboro"", ""Tennessee"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Tennessee"", ""UnitedStates""}]","GeoPosition[{35.8522091, -86.4160622}]",light,"Quantity[2, ""Minutes""]",The light shot up in sky and hovered while green lights were going on around it. Then moved fast left and right. Then it d started fall,11,1,3
42015.5,"Entity[""City"", {""Parole"", ""Maryland"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Maryland"", ""UnitedStates""}]","GeoPosition[{38.9877496, -76.5528001}]",rectangle,"Quantity[5, ""Minutes""]",Vivid white rectangular object motionless in the sky.,11,1,3
42015.625,"Entity[""City"", {""EastLosAngeles"", ""California"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""California"", ""UnitedStates""}]","GeoPosition[{34.0315059, -118.1685666}]","Missing[""NotAvailable""]","Quantity[10, ""Minutes""]","((HOAX??)) This Unidentified Aerial Anomaly was witnessed on January 11 2015, ((name deleted)) is a teacher…",11,1,3
42015.64931,"Entity[""City"", {""Englewood"", ""Colorado"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Colorado"", ""UnitedStates""}]","GeoPosition[{39.6468758, -104.9941294}]",other,"Quantity[3, ""Minutes""]","Blue ball with red, orange and yellow glowing brightly from center.",11,1,3
42015.6875,"Entity[""City"", {""Perryville"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{37.7250184, -89.8756123}]","Missing[""NotAvailable""]","Quantity[7, ""Minutes""]",Unusual and almost deafening rumbling noise that sounded very low but could not be seen!,11,1,3
42015.73611,"Entity[""City"", {""Seattle"", ""Washington"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Washington"", ""UnitedStates""}]","GeoPosition[{47.6204993, -122.3508761}]","Missing[""NotAvailable""]","Quantity[20, ""Minutes""]",Lights over SW Seattle.,11,1,3
42015.79167,"Entity[""City"", {""SaintLouis"", ""Missouri"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Missouri"", ""UnitedStates""}]","GeoPosition[{38.6356988, -90.2445816}]","Missing[""NotAvailable""]","Missing[""NoInput""]","One witness experiences strange, and loud, rumbling sound from home.",11,1,3
